Member_number,Date,products,Ratings
1592,28-11-2014,rolls/buns,3
1452,31-05-2014,mayonnaise,5
2138,12/12/2014,rolls/buns,3
3482,30-07-2014,root vegetables,5
3499,13-06-2014,whole milk,2
1668,25-07-2014,bottled water,4
2298,15-04-2014,margarine,3
1214,8/7/2014,waffles,1
1937,18-04-2014,specialty bar,5
2312,14-02-2014,pastry,2
2469,17-06-2014,photo/film,3
4826,2/3/2014,curd,2
2127,16-04-2014,margarine,3
3409,15-05-2014,whipped/sour cream,4
1162,5/4/2014,coffee,3
4723,28-08-2014,rice,4
2254,2/3/2014,newspapers,1
3684,28-08-2014,butter,4
2746,3/8/2014,white bread,5
1275,10/6/2014,pastry,2
1654,26-11-2014,other vegetables,4
4463,8/6/2014,bottled beer,3
2658,28-09-2014,rolls/buns,3
3018,17-11-2014,packaged fruit/vegetables,1
3934,24-09-2014,bottled beer,3
1426,3/10/2014,yogurt,1
2898,10/6/2014,soda,5
2004,9/5/2014,butter,4
2551,11/1/2014,curd,2
1816,21-08-2014,canned beer,4
3992,12/4/2014,dessert,2
1211,12/12/2014,domestic eggs,3
3356,26-06-2014,butter,4
4690,17-12-2014,rolls/buns,3
2540,11/11/2014,cream cheese ,1
1948,4/1/2014,other vegetables,4
2146,22-10-2014,organic products,5
4406,16-08-2014,shopping bags,3
4769,20-08-2014,whipped/sour cream,4
2371,7/9/2014,nuts/prunes,2
2986,28-03-2014,other vegetables,4
4084,23-04-2014,packaged fruit/vegetables,1
2218,13-05-2014,root vegetables,5
4649,19-09-2014,fruit/vegetable juice,4
2722,26-07-2014,sweet spreads,1
1259,24-06-2014,berries,5
3129,2/4/2014,coffee,3
1223,20-09-2014,flour,2
1457,12/5/2014,white bread,5
2987,16-04-2014,coffee,3
3811,23-03-2014,canned beer,4
3899,22-04-2014,brown bread,4
3013,12/5/2014,brown bread,4
1456,1/7/2014,hygiene articles,1
3616,8/10/2014,salty snack,1
2612,30-05-2014,bottled water,4
3505,5/8/2014,soft cheese,3
4221,1/6/2014,frozen meals,1
4540,26-12-2014,coffee,3
3356,8/11/2014,canned beer,4
3281,19-04-2014,napkins,3
2092,17-12-2014,bottled water,4
2620,19-04-2014,whipped/sour cream,4
4456,1/5/2014,soda,5
1253,1/3/2014,liqueur,5
4925,18-12-2014,rolls/buns,3
3663,19-12-2014,cream cheese ,1
2539,23-11-2014,yogurt,1
3809,11/11/2014,detergent,2
3587,18-02-2014,soda,5
4103,22-12-2014,curd,2
3137,23-02-2014,sugar,2
4368,22-05-2014,yogurt,1
4660,23-01-2014,specialty chocolate,5
3967,7/3/2014,soda,5
4193,30-04-2014,whole milk,2
4243,29-12-2014,whipped/sour cream,4
1495,10/11/2014,misc. beverages,5
4813,15-05-2014,rolls/buns,3
2445,29-10-2014,fruit/vegetable juice,4
2213,25-08-2014,white bread,5
4591,11/7/2014,sliced cheese,1
4663,24-02-2014,flower (seeds),5
4526,28-10-2014,sliced cheese,1
4367,28-09-2014,shopping bags,3
4877,19-05-2014,canned vegetables,1
4814,18-01-2014,yogurt,1
3145,15-08-2014,whole milk,2
1589,27-08-2014,root vegetables,5
2273,13-11-2014,rolls/buns,3
4339,20-11-2014,domestic eggs,3
2954,28-05-2014,soda,5
2935,4/2/2014,bottled water,4
1618,14-05-2014,whipped/sour cream,4
1745,22-03-2014,yogurt,1
1689,9/12/2014,cake bar,4
2560,1/12/2014,other vegetables,4
1779,13-01-2014,newspapers,1
1822,24-01-2014,semi-finished bread,1
1711,23-05-2014,herbs,5
1020,12/8/2014,shopping bags,3
4538,19-08-2014,hard cheese,2
3138,24-05-2014,coffee,3
4030,20-05-2014,onions,1
4453,7/11/2014,whole milk,2
1167,1/11/2014,other vegetables,4
3302,10/3/2014,whole milk,2
4398,12/3/2014,long life bakery product,2
1731,26-10-2014,long life bakery product,2
2796,16-02-2014,oil,3
3102,28-11-2014,shopping bags,3
1801,6/12/2014,sugar,2
2909,23-07-2014,specialty chocolate,5
4256,9/5/2014,oil,3
3751,11/1/2014,pet care,2
3758,14-06-2014,domestic eggs,3
2218,6/9/2014,canned beer,4
1320,7/1/2014,processed cheese,4
2116,13-02-2014,other vegetables,4
3594,5/11/2014,misc. beverages,5
3989,18-10-2014,rolls/buns,3
4864,3/12/2014,brown bread,4
2100,20-03-2014,butter,4
1263,19-10-2014,bottled beer,3
1286,2/7/2014,root vegetables,5
2870,4/9/2014,yogurt,1
3256,17-12-2014,toilet cleaner,3
2617,22-02-2014,yogurt,1
1635,20-12-2014,shopping bags,3
4401,24-02-2014,ice cream,3
4931,18-06-2014,root vegetables,5
4641,5/9/2014,cereals,5
1715,18-10-2014,domestic eggs,3
2536,10/6/2014,white bread,5
4108,13-09-2014,chewing gum,3
4481,19-09-2014,brown bread,4
2196,25-03-2014,flour,2
2446,24-09-2014,whole milk,2
4797,27-01-2014,soft cheese,3
2802,28-07-2014,canned beer,4
3255,20-11-2014,UHT-milk,2
2432,25-02-2014,domestic eggs,3
4592,28-03-2014,other vegetables,4
4148,28-09-2014,UHT-milk,2
2541,12/9/2014,mayonnaise,5
3570,13-07-2014,soda,5
1839,10/4/2014,bottled beer,3
1793,27-10-2014,other vegetables,4
3914,28-11-2014,rolls/buns,3
4995,16-03-2014,dish cleaner,1
3026,29-10-2014,semi-finished bread,1
4486,7/7/2014,herbs,5
1413,14-12-2014,soda,5
1995,2/7/2014,frozen dessert,3
1036,20-01-2014,vinegar,1
3104,22-01-2014,white wine,4
2045,5/4/2014,pickled vegetables,1
1490,18-10-2014,soft cheese,3
4246,28-06-2014,root vegetables,5
2537,23-02-2014,bottled beer,3
4413,7/9/2014,margarine,3
2072,18-02-2014,salty snack,1
2219,13-09-2014,whipped/sour cream,4
3691,24-02-2014,bottled beer,3
4832,18-02-2014,white bread,5
1170,3/6/2014,shopping bags,3
1198,22-03-2014,napkins,3
1606,12/1/2014,canned beer,4
3680,22-02-2014,fruit/vegetable juice,4
1477,14-03-2014,beverages,2
1197,12/5/2014,whipped/sour cream,4
2699,7/5/2014,soda,5
2042,10/9/2014,other vegetables,4
3898,10/11/2014,whipped/sour cream,4
4501,1/10/2014,processed cheese,4
3233,26-10-2014,waffles,1
4947,2/2/2014,frozen potato products,2
4314,25-10-2014,bottled water,4
4391,30-04-2014,shopping bags,3
4520,11/2/2014,margarine,3
1075,19-06-2014,canned fish,2
2320,8/12/2014,yogurt,1
3019,13-12-2014,brown bread,4
1516,20-02-2014,shopping bags,3
4310,4/1/2014,bottled water,4
4788,10/2/2014,candy,5
3761,7/8/2014,whipped/sour cream,4
2172,21-06-2014,yogurt,1
4939,16-02-2014,bottled beer,3
3112,8/5/2014,oil,3
1988,30-03-2014,curd,2
3744,3/11/2014,processed cheese,4
3545,29-11-2014,curd,2
1801,21-08-2014,brown bread,4
2014,7/9/2014,frozen vegetables,4
1818,12/4/2014,frozen vegetables,4
4121,27-01-2014,bottled water,4
4416,3/3/2014,whipped/sour cream,4
4315,19-04-2014,canned beer,4
3537,10/8/2014,cookware,1
1496,26-04-2014,hygiene articles,1
1424,30-01-2014,long life bakery product,2
2870,14-12-2014,whole milk,2
4573,8/6/2014,pot plants,5
4603,12/2/2014,cat food,4
3248,13-05-2014,chicken,4
4458,27-01-2014,spread cheese,2
3517,3/1/2014,brown bread,4
3469,4/2/2014,other vegetables,4
4863,3/9/2014,sugar,2
4076,18-11-2014,bathroom cleaner,1
1457,2/12/2014,cat food,4
1568,9/1/2014,domestic eggs,3
1231,29-09-2014,margarine,3
4086,17-06-2014,root vegetables,5
2311,1/2/2014,canned beer,4
3498,7/3/2014,butter,4
4249,1/3/2014,shopping bags,3
4741,13-04-2014,butter,4
3286,18-08-2014,herbs,5
1865,29-03-2014,napkins,3
1991,12/3/2014,coffee,3
2289,8/2/2014,beverages,2
4080,10/11/2014,salty snack,1
4692,18-08-2014,processed cheese,4
1384,24-01-2014,domestic eggs,3
1275,19-06-2014,butter,4
1536,30-07-2014,tropical fruit,4
1170,13-09-2014,whipped/sour cream,4
1978,15-10-2014,yogurt,1
2663,15-11-2014,shopping bags,3
3178,1/2/2014,candy,5
3039,15-10-2014,canned beer,4
4206,11/12/2014,margarine,3
3893,9/10/2014,newspapers,1
4963,29-12-2014,whole milk,2
1829,12/10/2014,mustard,1
1716,31-05-2014,chocolate,5
1575,5/4/2014,whole milk,2
3900,23-01-2014,pasta,2
4076,7/4/2014,whole milk,2
3420,15-10-2014,other vegetables,4
1887,24-05-2014,bottled beer,3
4376,15-02-2014,rolls/buns,3
4837,7/7/2014,hard cheese,2
3698,1/3/2014,shopping bags,3
3288,22-04-2014,other vegetables,4
3044,20-05-2014,shopping bags,3
3877,27-06-2014,rolls/buns,3
2040,1/5/2014,packaged fruit/vegetables,1
2557,19-10-2014,white bread,5
4672,21-11-2014,chocolate,5
1559,9/8/2014,other vegetables,4
4340,27-06-2014,chocolate,5
1393,21-07-2014,yogurt,1
3695,20-01-2014,pastry,2
3078,17-12-2014,detergent,2
4937,6/9/2014,whipped/sour cream,4
1638,14-08-2014,chewing gum,3
1908,19-12-2014,soft cheese,3
2104,25-09-2014,berries,5
3566,16-01-2014,hygiene articles,1
2279,25-11-2014,coffee,3
1033,18-04-2014,dessert,2
3146,27-06-2014,cat food,4
4121,6/6/2014,whipped/sour cream,4
3798,15-02-2014,soda,5
3939,25-09-2014,abrasive cleaner,2
3473,2/8/2014,shopping bags,3
1750,17-07-2014,dog food,2
3994,2/12/2014,onions,1
3916,24-05-2014,dishes,3
3779,27-09-2014,butter milk,5
2547,12/2/2014,tropical fruit,4
4392,17-01-2014,other vegetables,4
3554,5/11/2014,salty snack,1
4534,15-10-2014,pastry,2
2040,31-07-2014,white bread,5
4575,3/5/2014,shopping bags,3
3086,14-04-2014,yogurt,1
4479,2/7/2014,waffles,1
3022,24-04-2014,yogurt,1
3248,9/11/2014,shopping bags,3
4501,8/9/2014,dessert,2
1023,17-05-2014,frozen meals,1
4380,13-11-2014,soft cheese,3
1829,19-04-2014,yogurt,1
3745,25-03-2014,cream cheese ,1
1127,5/4/2014,soda,5
4943,22-10-2014,rolls/buns,3
3294,22-11-2014,coffee,3
2031,8/1/2014,detergent,2
1641,17-08-2014,candy,5
1114,4/9/2014,shopping bags,3
1910,1/10/2014,sugar,2
4340,27-10-2014,berries,5
2937,10/1/2014,pastry,2
2727,1/1/2014,frozen potato products,2
2812,8/12/2014,whipped/sour cream,4
4659,22-04-2014,whole milk,2
4091,6/6/2014,bottled beer,3
2915,4/11/2014,flour,2
2795,3/5/2014,canned beer,4
1781,24-01-2014,shopping bags,3
2476,24-08-2014,coffee,3
3405,20-08-2014,cream cheese ,1
3243,2/1/2014,pot plants,5
4972,21-12-2014,frozen vegetables,4
1574,12/2/2014,bottled beer,3
2579,25-10-2014,bathroom cleaner,1
4322,3/4/2014,bottled water,4
2784,24-12-2014,cling film/bags,1
1435,17-04-2014,whipped/sour cream,4
1471,21-08-2014,whole milk,2
2761,24-07-2014,rice,4
2807,13-10-2014,bottled water,4
4561,18-06-2014,UHT-milk,2
2184,18-12-2014,soda,5
2053,19-08-2014,soda,5
4400,21-01-2014,shopping bags,3
3429,10/3/2014,root vegetables,5
2771,8/5/2014,napkins,3
1268,19-10-2014,canned fish,2
3235,22-10-2014,skin care,5
3816,19-05-2014,dog food,2
2697,17-02-2014,dishes,3
4960,19-10-2014,dishes,3
4334,29-01-2014,whole milk,2
1462,18-01-2014,sugar,2
1613,19-11-2014,salt,5
3120,8/11/2014,bottled water,4
3396,24-10-2014,whipped/sour cream,4
4403,30-04-2014,dental care,4
2432,19-01-2014,pickled vegetables,1
4397,27-12-2014,dessert,2
4700,6/2/2014,bottled beer,3
2559,27-10-2014,bottled beer,3
3759,29-08-2014,shopping bags,3
4470,13-06-2014,rolls/buns,3
1636,20-05-2014,napkins,3
4870,21-02-2014,bottled beer,3
3125,5/10/2014,oil,3
1929,15-11-2014,candy,5
2871,21-04-2014,roll products ,2
3278,29-11-2014,specialty chocolate,5
2656,5/6/2014,yogurt,1
3850,7/1/2014,pickled vegetables,1
1789,1/1/2014,candles,2
2390,18-01-2014,other vegetables,4
1162,18-01-2014,yogurt,1
4426,24-04-2014,ice cream,3
2339,28-03-2014,dishes,3
2277,24-07-2014,red/blush wine,5
3863,5/4/2014,bottled water,4
4596,22-04-2014,canned vegetables,1
4066,2/12/2014,whole milk,2
4312,19-07-2014,whole milk,2
2804,5/7/2014,brown bread,4
2981,5/6/2014,canned beer,4
1682,27-04-2014,fruit/vegetable juice,4
4586,16-08-2014,specialty bar,5
2011,16-04-2014,shopping bags,3
2147,24-04-2014,popcorn,2
3476,30-06-2014,pasta,2
3734,16-12-2014,rolls/buns,3
4505,27-11-2014,soda,5
1333,26-06-2014,butter,4
3990,16-05-2014,butter,4
3137,13-07-2014,rolls/buns,3
2949,25-03-2014,bottled water,4
4838,9/8/2014,honey,3
3303,21-12-2014,margarine,3
1803,6/4/2014,instant coffee,3
2348,22-11-2014,yogurt,1
2193,5/1/2014,bottled beer,3
2693,21-05-2014,mayonnaise,5
2885,26-12-2014,long life bakery product,2
2629,29-04-2014,frozen vegetables,4
1966,10/10/2014,bottled water,4
4638,11/8/2014,shopping bags,3
4695,11/5/2014,soda,5
3523,4/5/2014,domestic eggs,3
3592,20-12-2014,cream cheese ,1
1871,14-12-2014,cream cheese ,1
4387,6/9/2014,curd cheese,5
1078,28-08-2014,soda,5
2989,10/9/2014,flour,2
1237,22-02-2014,misc. beverages,5
2043,3/2/2014,curd,2
3936,27-06-2014,domestic eggs,3
4338,14-04-2014,pudding powder,2
4270,1/7/2014,whole milk,2
1950,9/9/2014,dessert,2
2940,11/1/2014,sliced cheese,1
1287,8/11/2014,flower (seeds),5
1990,7/3/2014,whole milk,2
1346,9/4/2014,rolls/buns,3
1404,28-09-2014,photo/film,3
3980,31-05-2014,soda,5
2917,27-05-2014,rolls/buns,3
4196,6/11/2014,newspapers,1
4941,13-04-2014,newspapers,1
2085,3/1/2014,domestic eggs,3
4624,21-08-2014,other vegetables,4
3864,1/5/2014,cooking chocolate,3
3697,4/10/2014,brown bread,4
4624,13-08-2014,softener,1
2673,22-04-2014,yogurt,1
3943,3/4/2014,condensed milk,2
2432,24-08-2014,brown bread,4
2901,20-06-2014,chocolate,5
4440,1/3/2014,newspapers,1
4934,13-10-2014,bottled beer,3
4256,19-05-2014,bottled water,4
1246,13-06-2014,berries,5
2305,18-10-2014,shopping bags,3
4308,22-10-2014,yogurt,1
2262,10/9/2014,waffles,1
4963,9/2/2014,hygiene articles,1
4550,14-01-2014,long life bakery product,2
1734,7/11/2014,yogurt,1
1050,10/10/2014,hygiene articles,1
2788,17-02-2014,domestic eggs,3
1227,8/5/2014,whipped/sour cream,4
2374,17-05-2014,bottled water,4
3131,31-01-2014,yogurt,1
1722,13-11-2014,newspapers,1
3044,8/4/2014,pasta,2
4849,14-03-2014,frozen vegetables,4
1418,30-06-2014,bottled water,4
1792,6/7/2014,bottled water,4
4218,24-08-2014,dish cleaner,1
1376,2/4/2014,pot plants,5
2944,13-09-2014,bottled beer,3
3448,26-09-2014,tea,4
4188,20-08-2014,shopping bags,3
1278,24-01-2014,newspapers,1
1354,17-03-2014,cream cheese ,1
1690,10/3/2014,yogurt,1
4364,1/2/2014,yogurt,1
4783,25-07-2014,UHT-milk,2
3437,19-04-2014,shopping bags,3
4534,28-08-2014,other vegetables,4
2421,5/8/2014,shopping bags,3
2938,23-03-2014,butter milk,5
2750,4/10/2014,rolls/buns,3
4258,13-06-2014,newspapers,1
3023,11/12/2014,liquor,4
4165,11/11/2014,pot plants,5
4331,17-08-2014,other vegetables,4
2193,12/4/2014,dessert,2
4190,24-08-2014,flower (seeds),5
4756,10/11/2014,pot plants,5
3057,16-07-2014,instant coffee,3
2362,5/4/2014,specialty bar,5
4402,4/4/2014,coffee,3
4191,10/11/2014,spread cheese,2
1312,7/9/2014,rolls/buns,3
4179,3/8/2014,other vegetables,4
2608,19-11-2014,pasta,2
4991,24-04-2014,pasta,2
2517,26-02-2014,soft cheese,3
4745,1/4/2014,soda,5
1248,25-03-2014,margarine,3
3799,22-05-2014,tropical fruit,4
2850,10/1/2014,root vegetables,5
1788,2/12/2014,other vegetables,4
3746,5/4/2014,spread cheese,2
1888,30-10-2014,pastry,2
1123,28-12-2014,whole milk,2
4168,23-09-2014,margarine,3
2979,25-08-2014,whole milk,2
1417,27-08-2014,other vegetables,4
3529,29-06-2014,pastry,2
3119,2/7/2014,flour,2
1286,19-12-2014,chewing gum,3
3670,17-12-2014,detergent,2
1869,11/1/2014,tropical fruit,4
3219,1/9/2014,waffles,1
3619,24-08-2014,soda,5
3136,28-04-2014,flour,2
3922,29-05-2014,yogurt,1
2204,2/4/2014,bottled beer,3
1115,15-09-2014,yogurt,1
2746,16-09-2014,salty snack,1
4957,2/8/2014,bottled beer,3
3814,22-10-2014,domestic eggs,3
2435,30-10-2014,cat food,4
2955,30-11-2014,candles,2
4412,13-03-2014,canned vegetables,1
4401,30-04-2014,hygiene articles,1
4046,6/12/2014,butter,4
1343,5/10/2014,dog food,2
4854,23-12-2014,bottled beer,3
2798,27-06-2014,bottled water,4
2912,2/10/2014,yogurt,1
2941,27-01-2014,berries,5
2594,25-07-2014,yogurt,1
4383,3/6/2014,whipped/sour cream,4
4291,2/2/2014,cream cheese ,1
3122,10/6/2014,pastry,2
1434,28-11-2014,condensed milk,2
2206,24-06-2014,canned beer,4
4758,6/12/2014,root vegetables,5
3370,24-11-2014,hygiene articles,1
3295,7/6/2014,other vegetables,4
4325,11/12/2014,brown bread,4
3089,27-10-2014,pickled vegetables,1
4758,1/4/2014,bottled beer,3
3748,16-02-2014,pastry,2
1249,11/10/2014,frozen meals,1
4056,16-06-2014,cream cheese ,1
4673,23-06-2014,specialty chocolate,5
4589,24-01-2014,candy,5
1995,4/11/2014,fruit/vegetable juice,4
2663,30-03-2014,shopping bags,3
4713,27-06-2014,frozen dessert,3
3353,24-01-2014,yogurt,1
1043,16-06-2014,whole milk,2
3227,1/3/2014,cat food,4
3210,21-12-2014,cling film/bags,1
4696,8/9/2014,rolls/buns,3
4573,24-03-2014,sliced cheese,1
4409,6/5/2014,bottled water,4
2994,12/7/2014,yogurt,1
4233,18-01-2014,soda,5
2353,18-01-2014,soda,5
4561,25-02-2014,oil,3
1182,16-11-2014,baking powder,3
1223,18-11-2014,semi-finished bread,1
3837,1/12/2014,bottled water,4
1268,30-01-2014,margarine,3
1649,24-11-2014,yogurt,1
1113,7/1/2014,yogurt,1
3248,25-10-2014,white bread,5
3803,17-06-2014,skin care,5
2389,13-10-2014,shopping bags,3
4266,29-11-2014,soda,5
2719,16-02-2014,rolls/buns,3
1679,19-08-2014,brown bread,4
3861,18-03-2014,newspapers,1
3402,26-12-2014,flower (seeds),5
3559,12/11/2014,pastry,2
4958,10/5/2014,instant coffee,3
4780,9/3/2014,newspapers,1
4162,16-02-2014,red/blush wine,5
3813,25-12-2014,specialty bar,5
4624,22-04-2014,yogurt,1
2004,14-09-2014,beverages,2
3978,6/9/2014,baking powder,3
4124,27-07-2014,pastry,2
4280,1/3/2014,margarine,3
3279,26-11-2014,ketchup,5
4649,10/9/2014,cream cheese ,1
2293,26-08-2014,salty snack,1
3030,2/5/2014,pastry,2
4856,8/7/2014,pasta,2
3917,30-05-2014,hard cheese,2
1486,30-11-2014,soft cheese,3
2334,2/3/2014,coffee,3
2097,14-03-2014,newspapers,1
4169,4/4/2014,specialty chocolate,5
4821,20-04-2014,mustard,1
1487,9/4/2014,popcorn,2
3308,12/4/2014,frozen dessert,3
2611,26-04-2014,domestic eggs,3
3203,4/3/2014,onions,1
4166,7/12/2014,pasta,2
1010,5/3/2014,coffee,3
4890,30-11-2014,margarine,3
3763,4/2/2014,sparkling wine,2
1867,22-02-2014,sweet spreads,1
1532,11/10/2014,rolls/buns,3
2923,11/3/2014,sliced cheese,1
3489,11/1/2014,frozen dessert,3
4370,27-05-2014,curd,2
1086,26-09-2014,herbs,5
4156,13-12-2014,shopping bags,3
2310,21-03-2014,shopping bags,3
1073,5/6/2014,bottled water,4
4818,7/1/2014,white bread,5
2724,23-04-2014,pastry,2
2570,29-07-2014,bottled water,4
4495,25-05-2014,pip fruit,1
1423,26-02-2014,shopping bags,3
2298,12/10/2014,Instant food products,3
1442,28-07-2014,yogurt,1
4265,17-04-2014,flour,2
3589,4/3/2014,margarine,3
3011,29-08-2014,bottled water,4
4931,26-09-2014,waffles,1
3068,5/9/2014,dog food,2
2736,10/6/2014,semi-finished bread,1
2243,2/10/2014,frozen potato products,2
1769,16-07-2014,canned vegetables,1
1361,10/12/2014,hard cheese,2
4708,9/11/2014,frozen fish,2
4019,31-10-2014,rum,5
2441,12/10/2014,nut snack,5
2863,7/7/2014,tidbits,2
1196,20-01-2014,shopping bags,3
4418,20-02-2014,long life bakery product,2
2911,23-03-2014,butter,4
3101,7/2/2014,domestic eggs,3
4948,3/4/2014,sliced cheese,1
1478,7/4/2014,hard cheese,2
2126,27-04-2014,brandy,3
2555,12/12/2014,mustard,1
3170,29-03-2014,beverages,2
2244,21-07-2014,misc. beverages,5
1666,13-05-2014,flower (seeds),5
4415,6/3/2014,bottled beer,3
4785,16-09-2014,brown bread,4
4598,14-12-2014,curd,2
1636,9/7/2014,hygiene articles,1
3258,15-06-2014,bottled beer,3
4065,12/10/2014,bottled water,4
1501,24-05-2014,baking powder,3
1120,21-08-2014,sugar,2
2014,21-04-2014,coffee,3
4533,17-10-2014,candy,5
3017,11/9/2014,whole milk,2
2152,7/9/2014,flour,2
2231,5/10/2014,cake bar,4
3314,13-08-2014,ice cream,3
4211,29-05-2014,newspapers,1
4899,10/5/2014,rolls/buns,3
1890,12/4/2014,flour,2
1268,26-09-2014,sauces,3
3172,24-03-2014,bottled beer,3
1444,30-04-2014,yogurt,1
4758,8/5/2014,butter,4
3125,23-02-2014,newspapers,1
3258,19-12-2014,yogurt,1
4474,18-07-2014,yogurt,1
1204,25-05-2014,waffles,1
4212,14-03-2014,butter,4
3106,10/1/2014,pastry,2
2284,6/1/2014,fruit/vegetable juice,4
3849,6/1/2014,whole milk,2
2588,7/1/2014,coffee,3
3733,5/8/2014,newspapers,1
4306,1/7/2014,misc. beverages,5
1718,3/12/2014,rolls/buns,3
2893,19-01-2014,rolls/buns,3
2806,6/4/2014,curd,2
4710,8/4/2014,domestic eggs,3
2848,14-07-2014,bottled water,4
4807,2/5/2014,cream cheese ,1
3747,5/11/2014,salt,5
2048,7/11/2014,fruit/vegetable juice,4
4358,11/8/2014,coffee,3
1581,17-02-2014,napkins,3
3815,3/9/2014,cake bar,4
2176,27-09-2014,hard cheese,2
4726,1/4/2014,whole milk,2
1844,10/4/2014,yogurt,1
1458,20-10-2014,rolls/buns,3
4491,18-09-2014,bottled water,4
1013,12/11/2014,mayonnaise,5
1538,12/6/2014,dessert,2
3420,20-08-2014,bottled beer,3
2414,4/6/2014,cling film/bags,1
3714,7/6/2014,butter,4
2484,19-03-2014,hygiene articles,1
2315,3/6/2014,newspapers,1
4056,10/5/2014,salty snack,1
2630,11/1/2014,processed cheese,4
2324,15-04-2014,soda,5
1185,28-09-2014,chewing gum,3
2415,25-06-2014,candy,5
3524,27-03-2014,whipped/sour cream,4
4583,6/6/2014,other vegetables,4
1827,3/12/2014,coffee,3
4393,5/2/2014,coffee,3
3177,13-09-2014,soda,5
3201,20-09-2014,newspapers,1
4033,25-02-2014,white bread,5
3059,12/7/2014,misc. beverages,5
4006,25-11-2014,napkins,3
1070,10/4/2014,red/blush wine,5
1116,11/8/2014,zwieback,2
3422,27-07-2014,pastry,2
4720,24-08-2014,soft cheese,3
1595,9/11/2014,nut snack,5
3776,21-02-2014,white wine,4
1058,24-05-2014,other vegetables,4
4313,17-07-2014,newspapers,1
1618,30-10-2014,napkins,3
3834,21-03-2014,chocolate marshmallow,4
4493,29-11-2014,margarine,3
